company_id,score_final,score_bruto,clasificacion,tendencia,score_trayectoria,alerta_temprana,alerta_severidad,alerta_activa_ultimo_mes,primera_alerta,giro_detectado,primer_giro,naturaleza_caida,caida_score_3m,giro_sigmas,delta_score_ultimo_mes,motivo_cambio_ultimo_mes,cambio_real_ultimo_mes,cambio_cobertura_ultimo_mes,group_id,meses_evaluados,meses_activos,evidencia_efectiva,cobertura_media,cobertura_reciente,confianza,apto_ranking,score_ultimo_mes,eventos_detectados,eventos_totales,meses_anticipacion,meses_anticipacion_nivel,meses_ganados_a_nivel
COMP_0488,53.14,52.94,ESTABLE,MEJORANDO,75.0,1,vigilancia,0,2026-01,0,,,,,-1.29,cobro_clientes -5.8; trayectoria +2.4,-1.28,0.0,GROUP_0060,8,8,4.599,0.978,1.0,media,1,63.32,0.0,1.0,,,
COMP_0090,53.13,53.0,ESTABLE,ESTABLE,48.27,1,critica,1,2025-06,0,,,,,-18.58,liquidez -7.2; trayectoria -3.9,-18.58,0.0,GROUP_0116,22,22,7.285,0.934,0.977,alta,1,32.55,,,,,
COMP_0320,53.13,52.95,ESTABLE,ESTABLE,54.82,1,vigilancia,0,2026-01,0,,,,,-14.59,liquidez -9.9; eficiencia -7.1,-19.4,0.0,GROUP_0246,8,8,5.178,1.0,1.0,media,1,44.96,0.0,1.0,,2.0,
COMP_0733,53.07,52.93,ESTABLE,DETERIORANDO,30.8,1,critica,1,2025-07,1,2025-09,bache,23.27,1.5,-8.89,eficiencia -11.3; liquidez +4.1,-6.5,0.0,GROUP_0129,20,20,7.002,0.964,1.0,alta,1,36.92,0.0,1.0,,,
COMP_0834,53.07,52.9,ESTABLE,DETERIORANDO,40.95,1,vigilancia,1,2024-11,1,2026-02,bache,17.17,1.42,2.21,trayectoria +2.2,2.2,0.0,GROUP_0096,22,22,5.93,0.855,0.74,media,1,52.21,,,,,
COMP_0476,53.06,52.93,ESTABLE,DETERIORANDO,33.11,1,vigilancia,1,2025-04,1,2025-04,caida_estructural,16.51,1.9,26.41,liquidez +14.0; trayectoria +5.6,26.4,0.0,GROUP_0111,22,22,7.507,0.967,1.0,alta,1,68.41,1.0,1.0,1.0,,1.0
COMP_0163,52.96,52.81,ESTABLE,ESTABLE,45.35,1,critica,1,2024-12,1,2025-06,bache,23.84,1.75,-2.95,trayectoria +5.6; colchon -5.5,-2.93,0.0,GROUP_0094,22,22,7.507,0.967,1.0,alta,1,33.8,,,,,
COMP_1172,52.96,52.78,ESTABLE,DETERIORANDO,37.61,1,vigilancia,1,2026-05,1,2026-08,bache,29.81,1.9,19.03,liquidez +14.4; eficiencia +7.1,19.03,0.0,GROUP_0053,14,14,6.085,0.974,1.0,alta,1,57.13,0.0,1.0,,2.0,
COMP_0868,52.92,52.77,ESTABLE,ESTABLE,52.73,1,vigilancia,0,2024-11,1,2026-06,caida_estructural,13.29,1.44,2.1,trayectoria +4.3; liquidez +3.1,3.71,0.0,GROUP_0096,22,22,7.507,0.967,1.0,alta,1,52.81,,,,,
COMP_0697,52.84,52.69,ESTABLE,ESTABLE,44.33,1,vigilancia,0,2025-12,1,2025-12,caida_estructural,8.52,1.99,-2.88,colchon -1.7; trayectoria +1.2,-1.29,0.0,GROUP_0132,22,22,7.507,0.967,1.0,alta,1,54.09,,,,,
COMP_0174,52.76,52.59,ESTABLE,ESTABLE,55.86,1,vigilancia,0,2026-03,1,2026-03,bache,19.2,1.98,2.95,eficiencia +3.2; colchon -0.9,2.97,0.0,GROUP_0017,22,22,7.507,0.967,1.0,alta,1,53.35,0.0,1.0,,,
COMP_1277,52.73,52.54,ESTABLE,MEJORANDO,63.59,1,nivel_bajo,1,2025-11,1,2025-11,bache,23.4,1.41,-12.27,deuda_comercial -9.1; liquidez -3.1,-12.26,0.0,GROUP_0200,17,17,6.483,0.958,1.0,alta,1,36.72,,,,,
COMP_0576,52.66,52.4,ESTABLE,DETERIORANDO,40.31,1,critica,0,2026-01,0,,,,,-2.39,deuda_comercial -5.1; cobro_clientes +2.9,-2.37,0.0,GROUP_0044,8,8,5.178,1.0,1.0,media,1,63.29,0.0,1.0,,,
COMP_0450,52.65,52.46,ESTABLE,ESTABLE,44.98,1,critica,0,2024-12,0,,,,,-0.52,deuda_comercial +5.2; liquidez -4.1,-0.51,0.0,GROUP_0202,22,22,6.891,0.961,0.977,alta,1,54.21,,,,,
COMP_0453,52.62,52.41,ESTABLE,ESTABLE,51.2,1,vigilancia,0,2025-04,1,2025-08,bache,25.27,1.52,0.52,colchon +1.9; eficiencia -1.0,0.53,0.0,GROUP_0023,18,18,6.268,0.96,1.0,alta,1,52.05,1.0,1.0,4.0,1.0,3.0
COMP_0883,52.55,52.36,ESTABLE,DETERIORANDO,41.98,1,critica,1,2025-03,1,2025-03,bache,13.66,1.44,1.88,deuda_comercial -3.2; colchon +1.9,-0.51,0.0,GROUP_0194,22,22,7.195,0.94,0.947,alta,1,26.46,,,,,
COMP_0740,52.54,52.12,ESTABLE,ESTABLE,44.69,1,critica,1,2026-01,0,,,,,-23.26,eficiencia -9.1; colchon -8.1,-23.27,0.0,GROUP_0044,8,8,3.355,0.955,1.0,media,1,40.23,0.0,1.0,,7.0,
COMP_1079,52.53,52.34,ESTABLE,MEJORANDO,66.24,1,nivel_bajo,0,2025-09,0,,,,,-7.41,deuda_comercial -5.3; colchon -1.5,-7.41,0.0,GROUP_0141,22,22,7.507,0.967,1.0,alta,1,53.77,0.0,1.0,,2.0,
COMP_0049,52.51,52.32,ESTABLE,ESTABLE,55.91,1,nivel_bajo,0,2026-03,0,,,,,1.61,deuda_comercial +3.3; colchon -1.8,1.62,0.0,GROUP_0180,20,20,7.314,0.964,1.0,alta,1,72.43,,,,,
COMP_0602,52.51,52.29,ESTABLE,DETERIORANDO,37.67,1,vigilancia,0,2025-09,1,2025-09,bache,20.22,2.22,-3.38,liquidez -3.1; colchon -1.4,-3.37,0.0,GROUP_0103,17,17,6.483,0.958,1.0,alta,1,42.45,,,,,
COMP_0644,52.49,51.84,ESTABLE,ESTABLE,43.7,1,vigilancia,0,2026-06,1,2026-07,bache,34.29,1.39,6.95,eficiencia +7.0; liquidez +3.1,6.95,0.0,GROUP_0236,6,6,2.182,0.88,0.88,media,1,52.55,1.0,1.0,1.0,,1.0
COMP_1223,52.37,52.16,ESTABLE,ESTABLE,48.74,1,vigilancia,1,2025-03,1,2025-03,bache,9.32,1.48,3.9,colchon +2.4; trayectoria +1.7,3.91,0.0,GROUP_0141,22,22,7.507,0.967,1.0,alta,1,51.21,,,,,
COMP_0246,52.34,52.13,ESTABLE,DETERIORANDO,34.96,1,nivel_bajo,0,2025-09,1,2025-11,bache,28.47,1.75,9.47,liquidez +8.3; colchon +1.5,11.09,0.0,GROUP_0213,22,22,7.507,0.967,1.0,alta,1,44.5,,,,,
COMP_0314,52.33,52.11,ESTABLE,ESTABLE,47.07,1,critica,0,2025-04,0,,,,,4.73,deuda_comercial +11.6; liquidez -5.8,4.72,0.0,GROUP_0101,22,22,7.293,0.959,1.0,alta,1,67.02,0.0,1.0,,,
COMP_0928,52.32,52.01,ESTABLE,ESTABLE,55.75,1,vigilancia,0,2025-12,1,2025-12,bache,28.67,1.59,2.82,eficiencia +3.8; colchon -1.7,2.81,0.0,GROUP_0131,13,13,5.113,0.945,1.0,alta,1,55.74,0.0,1.0,,,
COMP_1067,52.32,52.1,ESTABLE,ESTABLE,56.92,1,vigilancia,0,2025-07,1,2026-06,bache,16.87,1.58,-0.95,liquidez -2.7; trayectoria +1.6,-0.93,0.0,GROUP_0211,15,15,6.937,0.988,1.0,alta,1,58.68,0.0,1.0,,,
COMP_0457,52.29,52.05,ESTABLE,ESTABLE,43.76,1,critica,0,2025-03,0,,,,,-8.47,eficiencia -3.4; liquidez -3.1,-8.46,0.0,GROUP_0129,19,19,6.771,0.953,1.0,alta,1,45.57,0.0,1.0,,,
COMP_1141,52.25,51.7,ESTABLE,ESTABLE,53.02,1,vigilancia,0,2026-02,0,,,,,9.16,trayectoria +4.1; liquidez +3.1,9.14,0.0,GROUP_0009,8,8,2.961,0.91,0.97,media,1,58.04,1.0,1.0,3.0,,3.0
COMP_1255,52.24,51.7,ESTABLE,DETERIORANDO,35.19,1,vigilancia,0,2025-01,0,,,,,,,,,GROUP_0194,8,8,2.961,0.91,0.97,media,1,44.78,,,,,
COMP_0472,52.22,51.85,ESTABLE,DETERIORANDO,37.65,1,critica,1,2026-08,0,,,,,-7.37,cobro_clientes -5.0; deuda_comercial -1.2,-7.36,0.0,GROUP_0044,8,8,4.431,1.0,1.0,media,1,38.92,0.0,1.0,,,
COMP_0621,52.21,51.97,ESTABLE,ESTABLE,44.81,1,vigilancia,0,2025-07,0,,,,,4.34,eficiencia +2.0; colchon +1.7,4.33,0.0,GROUP_0211,15,15,6.961,1.0,1.0,alta,1,62.42,1.0,2.0,5.0,2.0,3.0
COMP_1126,52.15,51.37,ESTABLE,ESTABLE,45.72,1,vigilancia,0,2026-07,1,2026-07,bache,29.45,1.51,-6.15,liquidez -3.1; trayectoria -2.4,-6.13,0.0,GROUP_0149,6,6,2.182,0.88,0.88,media,1,42.84,0.0,1.0,,,
COMP_0803,52.04,51.8,ESTABLE,DETERIORANDO,41.28,1,critica,0,2024-11,0,,,,,3.43,trayectoria +3.1; deuda_comercial +2.7,3.41,0.0,GROUP_0231,22,22,7.507,0.967,1.0,alta,1,56.33,0.0,1.0,,1.0,
COMP_0022,52.02,51.78,ESTABLE,MEJORANDO,58.31,1,vigilancia,0,2025-12,1,2025-12,bache,19.7,1.7,1.09,colchon +0.8; trayectoria +0.6,1.08,0.0,GROUP_0065,22,22,7.507,0.967,1.0,alta,1,55.54,0.0,2.0,,2.0,
COMP_0594,52.02,51.78,ESTABLE,MEJORANDO,60.34,1,critica,0,2025-03,0,,,,,-14.8,liquidez -8.3; colchon -4.6,-14.76,0.0,GROUP_0090,22,22,7.507,0.967,1.0,alta,1,50.79,0.0,1.0,,11.0,
COMP_0010,51.97,51.72,EN RIESGO,DETERIORANDO,38.41,1,nivel_bajo,1,2025-02,1,2025-05,bache,30.25,1.34,-1.06,eficiencia -1.0,-1.04,0.0,GROUP_0013,21,21,7.346,0.966,1.0,alta,1,27.18,,,,,
COMP_0431,51.86,51.58,EN RIESGO,ESTABLE,45.98,1,vigilancia,1,2025-03,1,2026-07,bache,37.41,1.8,7.55,colchon +4.9; eficiencia +2.0,7.53,0.0,GROUP_0102,19,19,6.964,0.962,1.0,alta,1,56.16,1.0,1.0,1.0,3.0,-2.0
COMP_1104,51.86,50.97,EN RIESGO,MEJORANDO,72.14,1,vigilancia,1,2026-04,0,,,,,-1.63,trayectoria -1.7,-1.63,0.0,GROUP_0107,6,6,2.148,0.85,0.85,media,1,51.56,0.0,1.0,,1.0,
COMP_1075,51.8,51.13,EN RIESGO,MEJORANDO,60.84,1,vigilancia,0,2026-02,1,2026-05,bache,21.7,1.51,1.82,eficiencia +3.2; colchon -1.1,1.82,0.0,GROUP_0022,8,8,2.961,0.91,0.97,media,1,50.77,1.0,1.0,3.0,,3.0
COMP_1100,51.8,51.44,EN RIESGO,DETERIORANDO,41.18,1,vigilancia,0,2025-07,0,,,,,3.51,eficiencia +5.3; colchon -1.3,3.48,0.0,GROUP_0070,14,14,5.549,0.979,1.0,alta,1,63.62,1.0,2.0,5.0,6.0,-1.0
COMP_0008,51.76,51.44,EN RIESGO,MEJORANDO,59.85,1,nivel_bajo,0,2026-03,0,,,,,-0.86,trayectoria -1.2; colchon +0.6,-0.87,0.0,GROUP_0195,12,12,6.337,0.97,1.0,alta,1,48.54,0.0,1.0,,3.0,
COMP_0708,51.76,51.41,EN RIESGO,DETERIORANDO,35.87,1,critica,1,2025-12,0,,,,,2.14,eficiencia +3.2; trayectoria -0.7,2.14,0.0,GROUP_0196,9,9,5.575,1.0,1.0,media,1,29.57,1.0,1.0,8.0,2.0,6.0
COMP_1018,51.72,51.29,EN RIESGO,ESTABLE,54.78,1,nivel_bajo,0,2025-12,0,,,,,-3.26,trayectoria -3.1,-3.25,0.0,GROUP_0060,11,11,4.605,0.967,1.0,media,1,49.38,,,,,
COMP_0057,51.69,51.08,EN RIESGO,MEJORANDO,65.96,1,critica,0,2026-01,0,,,,,1.09,eficiencia -2.0; trayectoria +1.8,1.09,0.0,GROUP_0122,8,8,3.355,0.955,1.0,media,1,59.59,1.0,1.0,1.0,4.0,-3.0
COMP_0219,51.68,51.4,EN RIESGO,DETERIORANDO,40.96,1,nivel_bajo,1,2024-11,0,,,,,-16.67,deuda_comercial -4.8; eficiencia -3.4,-12.64,0.0,GROUP_0132,22,22,7.507,0.967,1.0,alta,1,39.3,0.0,1.0,,,
COMP_0756,51.65,51.22,EN RIESGO,DETERIORANDO,40.85,1,vigilancia,0,2026-02,0,,,,,-1.48,eficiencia -2.0,-1.47,0.0,GROUP_0104,7,7,4.733,1.0,1.0,media,1,53.94,0.0,1.0,,,
COMP_0378,51.63,50.99,EN RIESGO,DETERIORANDO,41.83,1,vigilancia,0,2026-05,1,2026-05,bache,24.5,1.56,-3.51,deuda_comercial -4.3; colchon +1.1,-3.51,0.0,GROUP_0234,8,8,3.211,0.955,1.0,media,1,46.14,,,,,
COMP_0047,51.62,51.33,EN RIESGO,DETERIORANDO,39.12,1,critica,0,2025-06,1,2025-09,bache,22.94,1.41,-1.52,"colchon +10.0; cobro_clientes -5.3 (cambio dominado por datos nuevos, no por comportamiento)",-4.18,7.54,GROUP_0018,20,20,7.223,0.957,0.977,alta,1,49.09,0.0,1.0,,,
COMP_0675,51.59,51.26,EN RIESGO,ESTABLE,45.77,1,vigilancia,0,2025-09,0,,,,,-9.51,liquidez -4.1; eficiencia -3.4,-9.52,0.0,GROUP_0023,12,12,6.426,1.0,1.0,alta,1,56.74,0.0,1.0,,4.0,
COMP_0469,51.58,51.22,EN RIESGO,ESTABLE,44.74,1,vigilancia,0,2025-12,0,,,,,2.13,trayectoria +3.5; deuda_comercial -0.6,2.13,0.0,GROUP_0149,10,10,5.929,1.0,1.0,media,1,47.06,1.0,1.0,4.0,2.0,2.0
COMP_0331,51.57,51.18,EN RIESGO,DETERIORANDO,37.71,1,nivel_bajo,0,2025-01,0,,,,,-2.12,deuda_comercial -3.5; trayectoria +1.3,-2.15,0.0,GROUP_0096,21,21,5.452,0.85,0.71,media,1,50.44,,,,,
COMP_1251,51.57,51.18,EN RIESGO,DETERIORANDO,33.94,1,critica,0,2025-04,1,2025-12,bache,27.4,1.39,,,,,GROUP_0217,17,17,5.458,0.893,0.863,alta,1,38.16,0.0,1.0,,,
COMP_0250,51.54,51.25,EN RIESGO,DETERIORANDO,31.98,1,critica,1,2025-09,1,2025-09,caida_estructural,9.67,1.32,-5.19,deuda_comercial -5.0; colchon +1.0,-5.18,0.0,GROUP_0065,22,22,7.507,0.967,1.0,alta,1,27.3,0.0,1.0,,,
COMP_0574,51.54,51.25,EN RIESGO,DETERIORANDO,32.11,1,vigilancia,1,2025-02,1,2025-11,bache,23.69,2.34,-3.26,liquidez -3.1; trayectoria -2.5,-3.25,0.0,GROUP_0197,22,22,7.507,0.967,1.0,alta,1,43.64,,,,,
COMP_0747,51.54,51.18,EN RIESGO,ESTABLE,44.61,1,critica,1,2026-03,1,2026-03,bache,14.27,2.24,-5.62,trayectoria -3.8; colchon -1.9,-5.62,0.0,GROUP_0172,15,15,5.877,0.952,1.0,alta,1,41.96,0.0,1.0,,,
COMP_0184,51.49,50.92,EN RIESGO,DETERIORANDO,33.94,1,vigilancia,1,2026-01,0,,,,,18.09,colchon +9.8; liquidez +5.8,18.11,0.0,GROUP_0044,8,8,3.795,0.955,1.0,media,1,57.46,,,,,
COMP_1234,51.49,51.19,EN RIESGO,MEJORANDO,67.07,1,critica,0,2024-12,1,2025-10,bache,13.89,1.42,-17.42,liquidez -14.0; trayectoria -2.3,-17.39,0.0,GROUP_0142,22,22,7.321,0.967,1.0,alta,1,43.66,,,,,
COMP_0023,51.48,51.18,EN RIESGO,ESTABLE,49.82,1,critica,0,2025-03,0,,,,,19.95,liquidez +8.3; deuda_comercial +4.9,19.95,0.0,GROUP_0237,18,18,7.253,0.99,1.0,alta,1,59.69,,,,,
COMP_1059,51.42,50.98,EN RIESGO,ESTABLE,52.06,1,vigilancia,0,2025-12,1,2025-12,bache,33.59,1.56,-3.44,trayectoria -1.9; colchon -1.5,-3.44,0.0,GROUP_0131,13,13,5.113,0.945,1.0,alta,1,48.59,0.0,1.0,,,
COMP_0680,51.4,50.7,EN RIESGO,ESTABLE,50.27,1,nivel_bajo,0,2025-11,0,,,,,11.87,liquidez +14.4; trayectoria -4.5,11.85,0.0,GROUP_0089,10,10,3.186,0.91,1.0,media,1,62.68,,,,,
COMP_0142,51.37,51.05,EN RIESGO,ESTABLE,49.61,1,critica,1,2025-06,1,2025-06,bache,31.08,2.01,-6.62,eficiencia -3.8; trayectoria -2.9,-6.62,0.0,GROUP_0217,19,19,7.131,0.962,1.0,alta,1,32.19,0.0,1.0,,1.0,
COMP_1195,51.33,50.44,EN RIESGO,ESTABLE,45.27,1,critica,1,2026-04,0,,,,,-4.81,liquidez -2.7; trayectoria -1.1,-4.83,0.0,GROUP_0171,7,7,2.594,0.897,0.94,media,1,41.67,0.0,1.0,,,
COMP_0975,51.25,50.94,EN RIESGO,ESTABLE,45.33,1,vigilancia,0,2025-02,1,2025-05,bache,16.8,1.67,3.75,liquidez -4.1; colchon +3.6,3.75,0.0,GROUP_0237,22,22,7.507,0.967,1.0,alta,1,52.23,0.0,1.0,,2.0,
COMP_0921,51.16,50.48,EN RIESGO,DETERIORANDO,39.82,1,critica,1,2026-04,1,2026-04,bache,19.51,1.29,-10.92,trayectoria -4.6; liquidez +4.1,-10.91,0.0,GROUP_0183,10,10,3.603,0.946,1.0,media,1,37.58,,,,,
COMP_0461,51.14,50.81,EN RIESGO,ESTABLE,52.97,1,nivel_bajo,0,2024-12,1,2025-12,caida_estructural,22.68,2.35,22.36,liquidez +5.8; trayectoria +5.1,22.36,0.0,GROUP_0070,22,22,7.507,0.967,1.0,alta,1,74.14,0.0,1.0,,2.0,
COMP_0798,51.06,50.73,EN RIESGO,ESTABLE,46.26,1,nivel_bajo,1,2025-04,1,2025-04,bache,24.6,1.48,6.5,trayectoria +6.5; eficiencia -3.8,6.52,0.0,GROUP_0057,22,22,7.507,0.967,1.0,alta,1,41.05,0.0,1.0,,,
COMP_0849,51.01,50.48,EN RIESGO,ESTABLE,48.79,1,nivel_bajo,0,2026-01,0,,,,,-14.18,liquidez -9.9; eficiencia -3.4,-13.36,0.0,GROUP_0246,8,8,4.827,0.91,0.97,media,1,43.62,0.0,1.0,,,
COMP_0668,50.97,49.96,EN RIESGO,DETERIORANDO,40.24,1,nivel_bajo,0,2026-05,0,,,,,29.18,liquidez +17.1; eficiencia +7.0,29.19,0.0,GROUP_0048,8,8,2.547,0.955,1.0,media,1,62.61,0.0,1.0,,2.0,
COMP_0960,50.93,50.58,EN RIESGO,ESTABLE,46.77,1,critica,0,2025-03,0,,,,,29.0,eficiencia +12.3; trayectoria +5.7,28.99,0.0,GROUP_0137,21,21,7.346,0.966,1.0,alta,1,79.83,0.0,2.0,,7.0,
COMP_0050,50.89,50.26,EN RIESGO,DETERIORANDO,18.23,1,critica,1,2025-10,0,,,,,-16.85,eficiencia -11.3; liquidez -5.8,-16.84,0.0,GROUP_0230,12,12,4.245,0.94,1.0,alta,1,36.99,1.0,1.0,5.0,7.0,-2.0
COMP_0858,50.89,50.01,EN RIESGO,ESTABLE,55.67,1,nivel_bajo,0,2026-03,0,,,,,-11.03,eficiencia -7.0; colchon -4.4,-10.99,0.0,GROUP_0048,8,8,3.015,0.955,1.0,media,1,42.86,,,,,
COMP_0709,50.83,49.79,EN RIESGO,ESTABLE,49.02,1,critica,1,2026-07,0,,,,,1.15,trayectoria +3.1; liquidez -3.1,1.16,0.0,GROUP_0040,7,7,2.594,0.897,0.94,media,1,39.94,,,,,
COMP_0117,50.81,50.44,EN RIESGO,DETERIORANDO,38.11,1,critica,0,2024-11,0,,,,,-7.08,liquidez -8.3; deuda_comercial +5.6,-7.07,0.0,GROUP_0101,22,22,7.298,0.967,1.0,alta,1,50.74,0.0,1.0,,2.0,
COMP_0820,50.8,50.44,EN RIESGO,DETERIORANDO,40.06,1,vigilancia,0,2025-04,1,2025-04,bache,6.25,1.33,5.38,trayectoria +4.2; eficiencia +3.2,5.38,0.0,GROUP_0158,22,22,7.507,0.967,1.0,alta,1,49.74,0.0,1.0,,,
COMP_0344,50.78,50.36,EN RIESGO,ESTABLE,43.57,1,critica,0,2025-06,1,2026-03,bache,25.83,1.74,18.65,liquidez +14.0; eficiencia +5.3,18.66,0.0,GROUP_0211,15,15,6.42,1.0,1.0,alta,1,70.11,0.0,1.0,,,
COMP_0678,50.77,50.34,EN RIESGO,DETERIORANDO,31.49,1,critica,0,2025-03,1,2026-01,caida_estructural,14.39,1.52,,,,,GROUP_0154,18,18,6.355,0.941,0.977,alta,1,28.63,,,,,
COMP_0064,50.75,49.49,EN RIESGO,DETERIORANDO,26.36,1,nivel_bajo,1,2026-08,0,,,,,-8.84,deuda_comercial -19.2; cobro_clientes -10.4,-8.85,0.0,GROUP_0174,6,6,2.182,0.88,0.88,media,1,35.7,,,,,
COMP_0181,50.71,50.34,EN RIESGO,DETERIORANDO,41.76,1,critica,1,2025-03,1,2025-03,bache,23.23,1.32,-8.81,cobro_clientes -4.6; trayectoria -2.3,-8.81,0.0,GROUP_0045,22,22,7.507,0.967,1.0,alta,1,34.14,0.0,1.0,,5.0,
COMP_1069,50.69,50.32,EN RIESGO,ESTABLE,48.86,1,vigilancia,0,2024-12,0,,,,,-17.57,eficiencia -9.1; liquidez -5.8,-17.59,0.0,GROUP_0155,22,22,7.495,0.961,1.0,alta,1,45.06,0.0,1.0,,7.0,
COMP_0466,50.68,50.25,EN RIESGO,ESTABLE,43.62,1,critica,0,2025-08,1,2025-08,bache,26.14,1.8,4.36,cobro_clientes -9.0; liquidez +8.3,4.37,0.0,GROUP_0200,17,17,6.483,0.958,1.0,alta,1,44.76,0.0,1.0,,,
COMP_0634,50.61,49.31,EN RIESGO,MEJORANDO,58.67,1,vigilancia,0,2026-03,1,2026-06,bache,10.04,1.78,,,,,GROUP_0022,6,6,2.182,0.88,0.88,media,1,45.15,1.0,1.0,3.0,,3.0
COMP_0788,50.56,50.18,EN RIESGO,MEJORANDO,59.01,1,critica,0,2025-02,1,2025-08,caida_estructural,10.66,1.35,-6.84,eficiencia -3.8; deuda_comercial -3.2,-7.64,0.0,GROUP_0045,22,22,7.507,0.967,1.0,alta,1,45.41,,,,,
COMP_1235,50.5,50.03,EN RIESGO,ESTABLE,57.74,1,critica,1,2025-10,0,,,,,-10.34,liquidez -4.1; eficiencia -3.4,-10.36,0.0,GROUP_0054,11,11,6.244,1.0,1.0,media,1,40.15,0.0,1.0,,,
COMP_0952,50.47,50.02,EN RIESGO,ESTABLE,43.41,1,nivel_bajo,0,2025-08,1,2025-08,bache,17.1,1.3,-1.65,colchon -1.3,-1.66,0.0,GROUP_0103,17,17,6.483,0.958,1.0,alta,1,48.39,0.0,1.0,,2.0,
COMP_0856,50.43,50.03,EN RIESGO,ESTABLE,55.15,1,critica,0,2025-01,0,,,,,6.22,eficiencia +3.4; colchon -3.1,6.22,0.0,GROUP_0101,21,21,7.478,0.966,1.0,alta,1,50.02,0.0,1.0,,1.0,
COMP_0888,50.43,50.02,EN RIESGO,MEJORANDO,66.15,1,critica,0,2024-11,0,,,,,-9.35,liquidez -2.7; colchon -2.3,-9.34,0.0,GROUP_0142,22,22,7.211,0.967,1.0,alta,1,62.55,0.0,1.0,,7.0,
COMP_1284,50.37,49.37,EN RIESGO,ESTABLE,44.58,1,nivel_bajo,1,2026-01,0,,,,,5.13,eficiencia +3.8; cobro_clientes +0.6,5.12,0.0,GROUP_0149,8,8,3.015,0.955,1.0,media,1,36.83,,,,,
COMP_0752,50.34,48.95,EN RIESGO,ESTABLE,51.13,1,vigilancia,1,2026-06,1,2026-07,bache,12.05,1.51,1.73,eficiencia +3.2; colchon -1.6,1.73,0.0,GROUP_0236,6,6,2.182,0.88,0.88,media,1,48.14,1.0,1.0,1.0,,1.0
COMP_0339,50.28,49.85,EN RIESGO,ESTABLE,42.44,1,critica,1,2025-08,1,2026-04,bache,17.33,1.54,-1.26,colchon -1.7,-1.26,0.0,GROUP_0188,16,16,7.163,1.0,1.0,alta,1,33.62,,,,,
COMP_0641,50.25,49.83,EN RIESGO,MEJORANDO,64.3,1,critica,0,2024-11,0,,,,,-16.44,eficiencia -9.1; deuda_comercial -4.1,-16.44,0.0,GROUP_0132,22,22,7.501,0.959,1.0,alta,1,50.09,0.0,1.0,,1.0,
COMP_0862,50.22,49.8,EN RIESGO,ESTABLE,45.76,1,critica,1,2025-04,1,2025-04,caida_estructural,12.98,1.44,-10.03,liquidez -4.1; colchon -2.0,-6.0,0.0,GROUP_0132,22,22,7.507,0.967,1.0,alta,1,33.76,,,,,
COMP_0328,50.21,48.76,EN RIESGO,DETERIORANDO,36.31,1,vigilancia,1,2026-04,1,2026-08,bache,22.45,1.3,5.06,eficiencia +3.2; colchon +1.7,5.05,0.0,GROUP_0136,6,6,2.182,0.88,0.88,media,1,51.52,,,,,
COMP_0443,50.19,48.73,EN RIESGO,DETERIORANDO,34.38,0,,0,,0,,,,,1.29,eficiencia +3.2; colchon -2.6,1.3,0.0,GROUP_0143,6,6,2.182,0.88,0.88,media,1,45.2,0.0,1.0,,,
COMP_0796,50.19,49.77,EN RIESGO,MEJORANDO,62.38,1,critica,0,2025-03,1,2025-03,bache,19.49,1.92,-6.35,deuda_comercial -6.9; colchon +1.9,-6.35,0.0,GROUP_0160,22,22,7.507,0.967,1.0,alta,1,67.66,,,,,
COMP_1157,50.15,49.17,EN RIESGO,MEJORANDO,59.27,1,vigilancia,0,2026-01,0,,,,,6.85,eficiencia +3.2; trayectoria +2.5,6.84,0.0,GROUP_0150,9,9,3.288,0.92,1.0,media,1,53.62,1.0,1.0,3.0,,3.0
COMP_0073,50.14,49.7,EN RIESGO,ESTABLE,42.09,1,critica,0,2025-01,0,,,,,-4.71,liquidez -2.7; eficiencia -2.0,-4.7,0.0,GROUP_0101,22,22,7.293,0.959,1.0,alta,1,56.15,0.0,1.0,,1.0,
COMP_0993,50.13,49.66,EN RIESGO,MEJORANDO,66.19,1,critica,0,2025-05,1,2025-05,caida_estructural,12.09,1.28,-0.22,trayectoria -0.5,-0.22,0.0,GROUP_0226,20,20,6.846,0.964,1.0,alta,1,64.72,0.0,1.0,,,
COMP_0931,50.12,49.69,EN RIESGO,ESTABLE,52.34,1,critica,0,2025-01,1,2025-04,bache,19.58,1.69,2.51,colchon +3.2; cobro_clientes -2.1,2.51,0.0,GROUP_0084,22,22,7.501,0.959,1.0,alta,1,62.7,0.0,1.0,,,
COMP_1061,50.12,49.69,EN RIESGO,MEJORANDO,58.94,1,vigilancia,1,2025-04,1,2025-04,caida_estructural,18.2,2.01,25.99,liquidez +17.1; eficiencia +7.1,25.98,0.0,GROUP_0111,22,22,7.507,0.967,1.0,alta,1,61.97,0.0,1.0,,,
COMP_0699,50.09,49.65,EN RIESGO,DETERIORANDO,26.64,1,critica,1,2025-01,1,2025-08,bache,19.03,1.44,-1.65,colchon -1.4,-1.66,0.0,GROUP_0158,21,21,7.346,0.966,1.0,alta,1,40.05,0.0,1.0,,,
COMP_0379,50.06,49.59,EN RIESGO,DETERIORANDO,32.8,1,critica,1,2025-07,1,2026-05,bache,24.43,2.16,-14.35,liquidez -6.1; trayectoria -3.0,-11.96,0.0,GROUP_0112,22,22,6.902,0.932,0.87,alta,1,30.8,,,,,
